Company Names,Cars Names,Engines,CC/Battery Capacity,Horse Power Final,Total Speed,Performance(0 - 100 )KM/H,Car Prices Final,Fuel Types,Seats,Torque Final
Hyundai,I10,"1.2L,4-CYLINDER,INLINE-4(I4)",1197,87,160,12.2,12400,Petrol,5,120
Nissan,Lucino,1.6L Inline-4,1597,,185,10.5,12000,Petrol,5,150
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199,110,180,10,12000,Petrol,5,140
Nissan,March,1.2L Inline-3,1198,,170,13.7,12000,Petrol,5,106
Nissan,Magnite,1.0L Turbocharged Inline-3,999,,160,13,12000,Petrol,5,160
Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,,65,148,17.5,12000,Petrol,5,93
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199,86,165,12,11800,CNG/Petrol,5,113
Maruti Suzuki,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)",1197,83,160,12.2,11400,Petrol/Diesel,5,113
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199,86,170,12.5,11300,Petrol,5,113
Mazda,Revue,1.3L Inline-4,1300,75,130,15.5,11000,Petrol,5,110
Tata Motors,Tiago EV,Permanent Magnet Synchronous,,74,120,5.7,11000,Electric,5,114
Mazda,1200,1.2L Inline-4,1200,60,130,16,11000,Petrol,4,90
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660,52,130,15,11000,Petrol,4,60
Mitsubishi,eK Space,0.7L 3-Cylinder,660,52,130,15,11000,Petrol,4,60
Mitsubishi,Town Box,0.7L 3-Cylinder,660,48,120,16,11000,Petrol,4,60
Mazda,Scrum Wagon,0.66L Inline-3,657,64,120,15.5,11000,Petrol,4,95
Tata Motors,Punch,1.2L Revotron Petrol,1199,86,160,16,10500,Petrol,5,113
Mazda,Carol,660cc Inline-3,660,63,140,15.5,10500,Petrol,4,90
Maruti Suzuki,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)",1197,83,160,12.2,10400,Petrol,5,113
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,,,170,12,10400,Petrol/Diesel,5,156
Nissan,Rasheen,1.5L Inline-4,1497,,165,13,10000,Petrol,5,135
Mazda,Scrum,660cc Inline-3,660,63,130,15,10000,Petrol,4,85
Nissan,Clipper,660cc Inline-3,659,,110,18.5,10000,Petrol,4,62
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199,86,170,13,9400,Petrol,5,113
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199,86,170,13.5,9200,Petrol,5,113
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,,,160,14,9000,Petrol/Diesel,5,
Mazda,Spiano,660cc Inline-3,660,54,130,16,9000,Petrol,4,80
Mazda,Carol P360,0.36L Inline-2,360,26,85,35,9000,Petrol,4,45
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,,,165,15,8700,Petrol/Diesel,5,
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396,,150,17,8300,Petrol/Diesel,5,
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199,86,170,13,8200,Petrol,5,113
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396,85,160,15,7200,Petrol,5,115
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396,70,150,17,7000,Diesel,5,140
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396,70,155,16.5,6500,Diesel,5,140
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396,70,155,16,6200,Diesel,5,140
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193,65,140,16,5000,Petrol,5,100
Tata Motors,Nano GenX,624cc MPFI,624,37,105,29,4000,Petrol,4,51
Toyota,Crown Signia,2.5L Hybrid I4,2487,240,180,7.6,,Petrol/Hybrid,5,239
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,,,230,,,Petrol,5,
Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,,,190,,,Petrol/Hybrid,5,
Toyota,C-HR+ ,1.8L / 2.0L Hybrid,,,180,,,Hybrid,5,
Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,,,200,,,Plug-in Hybrid,5,
Mazda,RX-Vision Concept,Rotary SkyActiv-R,,,,,,Petrol/Hybrid,2,
